cfname,updateddate,addeddate,reportdate,beds_ward_o,mechvent_o,isolbed_o,beds_ward_v,hfhudcode,icu_o,isolbed_v,icu_v,mechvent_v,id
GIG OCA ROBLES SEAMEN?S HOSPITAL DAVAO,2020-04-18 8:34:12,2020-04-18 8:34:12,2020-04-18,0,0,0,0,DOH000000000004926,0,2,0,0,1931
OLUTANGA MUNICIPAL HOSPITAL,2020-04-19 7:28:38,2020-04-19 7:28:38,2020-04-19,0,0,0,0,DOH000000000004957,0,0,0,0,2536
OLUTANGA MUNICIPAL HOSPITAL,2020-04-16 12:48:47,2020-04-16 12:48:47,2020-04-16,0,0,0,0,DOH000000000004957,0,0,0,0,484
OLUTANGA MUNICIPAL HOSPITAL,2020-04-17 9:15:50,2020-04-17 9:15:50,2020-04-17,0,0,0,0,DOH000000000004957,0,0,0,0,1160
OLUTANGA MUNICIPAL HOSPITAL,2020-04-18 7:26:35,2020-04-18 7:26:35,2020-04-18,0,0,0,0,DOH000000000004957,0,0,0,0,1670
MAYOR JOAQUIN MACIAS MEMORIAL INFIRMARY,2020-04-17 8:21:03,2020-04-17 8:21:03,2020-04-17,0,0,0,0,DOH000000000004959,0,1,0,0,984
MAYOR JOAQUIN MACIAS MEMORIAL INFIRMARY,2020-04-18 7:44:23,2020-04-18 7:44:23,2020-04-18,0,0,0,0,DOH000000000004959,0,1,0,0,1697
MAYOR JOAQUIN MACIAS MEMORIAL INFIRMARY,2020-04-19 8:25:58,2020-04-19 8:25:58,2020-04-19,0,0,0,0,DOH000000000004959,0,1,0,0,2766
MAYOR JOAQUIN MACIAS MEMORIAL INFIRMARY,2020-04-16 7:57:18,2020-04-16 7:57:18,2020-04-16,0,0,0,0,DOH000000000004959,0,1,0,0,110
CALAMBA DISTRICT HOSPITAL,2020-04-16 8:14:20,2020-04-16 8:14:20,2020-04-16,0,0,0,0,DOH000000000004967,0,2,0,0,149
CALAMBA DISTRICT HOSPITAL,2020-04-19 13:44:58,2020-04-19 13:44:58,2020-04-19,0,0,1,0,DOH000000000004967,0,1,0,0,3168
CALAMBA DISTRICT HOSPITAL,2020-04-17 8:16:31,2020-04-17 8:16:31,2020-04-17,0,0,0,0,DOH000000000004967,0,2,0,0,963
CALAMBA DISTRICT HOSPITAL,2020-04-18 10:58:18,2020-04-18 10:58:18,2020-04-18,0,0,1,0,DOH000000000004967,0,1,0,0,2169
"ZAMBOANGA PENINSULA MEDICAL CENTER, INC.",2020-04-19 8:33:15,2020-04-19 8:33:15,2020-04-19,0,0,3,0,DOH000000000004975,0,2,0,0,2789
"ZAMBOANGA PENINSULA MEDICAL CENTER, INC.",2020-04-17 10:29:26,2020-04-17 10:29:26,2020-04-17,0,0,3,0,DOH000000000004975,0,2,0,0,1270
"ZAMBOANGA PENINSULA MEDICAL CENTER, INC.",2020-04-18 9:47:42,2020-04-18 9:47:42,2020-04-18,0,0,3,0,DOH000000000004975,0,2,0,0,2096
DEMANO'S MEDICAL AND PEDIATRIC CLINIC,2020-04-16 13:45:16,2020-04-16 13:45:16,2020-04-16,0,0,0,0,DOH000000000004996,0,0,0,0,525
DEMANO'S MEDICAL AND PEDIATRIC CLINIC,2020-04-19 8:57:47,2020-04-19 8:57:47,2020-04-19,0,0,0,0,DOH000000000004996,0,0,0,0,2866
DEMANO'S MEDICAL AND PEDIATRIC CLINIC,2020-04-18 8:05:12,2020-04-18 8:05:12,2020-04-18,0,0,0,0,DOH000000000004996,0,0,0,0,1798
DEMANO'S MEDICAL AND PEDIATRIC CLINIC,2020-04-17 8:21:27,2020-04-17 8:21:27,2020-04-17,0,0,0,0,DOH000000000004996,0,0,0,0,987
ILOCOS SUR PROVINCIAL HOSPITAL GABRIELA SILANG,2020-04-18 9:47:57,2020-04-18 9:47:57,2020-04-18,0,0,2,0,DOH000000000005002,0,2,0,0,2097
ILOCOS SUR PROVINCIAL HOSPITAL GABRIELA SILANG,2020-04-17 12:08:25,2020-04-17 12:08:25,2020-04-17,0,0,3,0,DOH000000000005002,3,1,1,0,1364
ILOCOS SUR PROVINCIAL HOSPITAL GABRIELA SILANG,2020-04-16 16:26:18,2020-04-16 16:26:18,2020-04-16,0,0,3,0,DOH000000000005002,0,1,0,0,653
ZAPANTA MATERNITY & GENERAL HOSPITAL,2020-04-18 11:25:52,2020-04-18 11:25:52,2020-04-18,0,0,0,0,DOH000000000005014,0,1,1,0,2194
ZAPANTA MATERNITY & GENERAL HOSPITAL,2020-04-17 14:27:24,2020-04-17 14:27:24,2020-04-17,0,0,0,0,DOH000000000005014,0,0,0,0,1446
ZAPANTA MATERNITY & GENERAL HOSPITAL,2020-04-16 7:45:56,2020-04-16 7:45:56,2020-04-16,0,0,0,0,DOH000000000005014,0,0,0,0,92
AGUSAN DEL NORTE PROVINCIAL HOSPITAL,2020-04-18 17:32:34,2020-04-18 17:32:34,2020-04-18,0,0,0,0,DOH000000000005027,0,12,0,0,2398
AGUSAN DEL NORTE PROVINCIAL HOSPITAL,2020-04-17 10:23:35,2020-04-17 10:23:35,2020-04-17,0,0,0,0,DOH000000000005027,0,1,0,0,1263
AGUSAN DEL NORTE PROVINCIAL HOSPITAL,2020-04-16 13:18:37,2020-04-16 13:18:37,2020-04-16,0,0,0,14,DOH000000000005027,0,14,0,0,507
DELFIN ALBANO COMMUNITY HOSPITAL,2020-04-18 7:53:27,2020-04-18 7:53:27,2020-04-18,0,0,0,0,DOH000000000005045,0,4,0,0,1728
DELFIN ALBANO COMMUNITY HOSPITAL,2020-04-16 13:25:35,2020-04-16 13:25:35,2020-04-16,0,0,0,0,DOH000000000005045,0,4,0,0,513
DELFIN ALBANO COMMUNITY HOSPITAL,2020-04-17 9:11:51,2020-04-17 9:11:51,2020-04-17,0,0,0,0,DOH000000000005045,0,4,0,0,1152
DELFIN ALBANO COMMUNITY HOSPITAL,2020-04-19 9:58:26,2020-04-19 9:58:26,2020-04-19,0,0,0,0,DOH000000000005045,0,4,0,0,2971
SANTA CRUZ COMMUNITY HOSPITAL,2020-04-17 10:08:32,2020-04-17 10:08:32,2020-04-17,0,0,0,0,DOH000000000005048,0,0,0,0,1245
SANTA CRUZ COMMUNITY HOSPITAL,2020-04-19 8:39:09,2020-04-19 8:39:09,2020-04-19,0,0,0,0,DOH000000000005048,0,0,0,0,2811
SANTA CRUZ COMMUNITY HOSPITAL,2020-04-16 9:19:41,2020-04-16 9:19:41,2020-04-16,0,0,0,0,DOH000000000005048,0,0,0,0,286
SANTA CRUZ COMMUNITY HOSPITAL,2020-04-18 8:36:50,2020-04-18 8:36:50,2020-04-18,0,0,0,0,DOH000000000005048,0,0,0,0,1939
NORTH CALOOCAN DOCTORS HOSPITAL,2020-04-19 14:14:43,2020-04-19 14:14:43,2020-04-19,0,0,0,0,DOH000000000005050,0,0,0,0,3185
SALVADOR R. ENCINAS DISTRICT HOSPITAL,2020-04-17 8:12:37,2020-04-17 8:12:37,2020-04-17,0,0,0,0,DOH000000000005058,0,4,0,0,940
SALVADOR R. ENCINAS DISTRICT HOSPITAL,2020-04-19 9:21:34,2020-04-19 9:21:34,2020-04-19,0,0,0,0,DOH000000000005058,0,4,0,0,2908
SALVADOR R. ENCINAS DISTRICT HOSPITAL,2020-04-18 8:44:57,2020-04-18 8:44:57,2020-04-18,0,0,0,0,DOH000000000005058,0,4,0,0,1958
SALVADOR R. ENCINAS DISTRICT HOSPITAL,2020-04-16 8:56:56,2020-04-16 8:56:56,2020-04-16,0,0,0,0,DOH000000000005058,0,4,0,0,245
IMMACULATE CONCEPCION POLYCLINIC AND HOSPITAL INC,2020-04-17 16:35:22,2020-04-17 16:35:22,2020-04-17,0,0,0,4,DOH000000000005060,0,1,0,0,1526
IMMACULATE CONCEPCION POLYCLINIC AND HOSPITAL INC,2020-04-19 10:15:26,2020-04-19 10:15:26,2020-04-19,0,0,0,4,DOH000000000005060,0,1,0,0,2992
IMMACULATE CONCEPCION POLYCLINIC AND HOSPITAL INC,2020-04-18 6:34:12,2020-04-18 6:34:12,2020-04-18,0,0,0,4,DOH000000000005060,0,1,0,0,1605
ST. JOHN OF THE CROSS HOSPITAL,2020-04-19 10:04:46,2020-04-19 10:04:46,2020-04-19,0,0,0,0,DOH000000000005061,0,0,0,0,2982
DINAGAT DISTRICT HOSPITAL,2020-04-16 9:35:03,2020-04-16 9:35:03,2020-04-16,0,0,1,3,DOH000000000005072,0,2,0,0,303
DINAGAT DISTRICT HOSPITAL,2020-04-17 8:34:53,2020-04-17 8:34:53,2020-04-17,0,0,0,3,DOH000000000005072,0,3,0,0,1043
HINATUAN DISTRICT HOSPITAL,2020-04-16 8:51:54,2020-04-16 8:51:54,2020-04-16,0,0,0,0,DOH000000000005079,0,2,0,0,236
HINATUAN DISTRICT HOSPITAL,2020-04-17 8:15:31,2020-04-17 8:15:31,2020-04-17,0,0,0,0,DOH000000000005079,0,2,0,0,957
HINATUAN DISTRICT HOSPITAL,2020-04-19 8:14:13,2020-04-19 8:14:13,2020-04-19,0,0,0,0,DOH000000000005079,0,2,0,0,2706
HINATUAN DISTRICT HOSPITAL,2020-04-18 7:44:15,2020-04-18 7:44:15,2020-04-18,0,0,0,0,DOH000000000005079,0,2,0,0,1700
MARTINEZ MEMORIAL HOSPITAL,2020-04-17 8:59:00,2020-04-17 8:59:00,2020-04-17,0,0,0,0,DOH000000000005081,0,0,0,0,1130
MARTINEZ MEMORIAL HOSPITAL,2020-04-16 16:08:03,2020-04-16 16:08:03,2020-04-16,0,0,0,0,DOH000000000005081,0,0,0,0,641
VISAYAS STATE UNIVERSITY HOSPITAL,2020-04-18 8:05:19,2020-04-18 8:05:19,2020-04-18,0,0,0,0,DOH000000000005086,0,0,0,0,1799
VISAYAS STATE UNIVERSITY HOSPITAL,2020-04-16 8:53:17,2020-04-16 8:53:17,2020-04-16,0,0,0,0,DOH000000000005086,0,0,0,0,239
VISAYAS STATE UNIVERSITY HOSPITAL,2020-04-19 9:39:31,2020-04-19 9:39:31,2020-04-19,0,0,0,0,DOH000000000005086,0,0,0,0,2945
VISAYAS STATE UNIVERSITY HOSPITAL,2020-04-17 8:54:45,2020-04-17 8:54:45,2020-04-17,0,0,0,0,DOH000000000005086,0,0,0,0,1115
CADIZ DISTRICT HOSPITAL,2020-04-19 12:02:38,2020-04-19 12:02:38,2020-04-19,0,0,5,10,DOH000000000005115,0,38,0,0,3100
CADIZ DISTRICT HOSPITAL,2020-04-18 9:22:44,2020-04-18 9:22:44,2020-04-18,0,0,5,10,DOH000000000005115,0,38,0,0,2056
DR. BERNARDO B. CORRAL MEMORIAL HOSPITAL,2020-04-16 6:38:01,2020-04-16 6:38:01,2020-04-16,0,0,0,0,DOH000000000005125,0,0,0,0,25
DR. BERNARDO B. CORRAL MEMORIAL HOSPITAL,2020-04-18 5:36:02,2020-04-18 5:36:02,2020-04-18,0,0,0,0,DOH000000000005125,0,0,0,0,1588
DR. BERNARDO B. CORRAL MEMORIAL HOSPITAL,2020-04-19 5:15:37,2020-04-19 5:15:37,2020-04-19,0,0,0,0,DOH000000000005125,0,0,0,0,2446
DR. BERNARDO B. CORRAL MEMORIAL HOSPITAL,2020-04-17 6:36:04,2020-04-17 6:36:04,2020-04-17,0,0,0,0,DOH000000000005125,0,0,0,0,744
SEN. NINOY AQUINO MUN. HOSPITAL,2020-04-17 9:14:01,2020-04-17 9:14:01,2020-04-17,0,0,0,0,DOH000000000005147,0,0,0,0,1158
SEN. NINOY AQUINO MUN. HOSPITAL,2020-04-19 13:35:19,2020-04-19 13:35:19,2020-04-19,0,0,0,0,DOH000000000005147,0,0,0,0,3160
SEN. NINOY AQUINO MUN. HOSPITAL,2020-04-18 9:16:04,2020-04-18 9:16:04,2020-04-18,0,0,0,0,DOH000000000005147,0,0,0,0,2042
SEN. NINOY AQUINO MUN. HOSPITAL,2020-04-16 14:47:21,2020-04-16 14:47:21,2020-04-16,0,0,0,0,DOH000000000005147,0,0,0,0,581
MISAMIS ORIENTAL PROVINCIAL HOSPITAL - MAGSAYSAY,2020-04-17 8:58:02,2020-04-17 8:58:02,2020-04-17,0,0,0,0,DOH000000000005157,0,0,0,0,1128
MISAMIS ORIENTAL PROVINCIAL HOSPITAL - MAGSAYSAY,2020-04-19 13:14:21,2020-04-19 13:14:21,2020-04-19,0,0,0,0,DOH000000000005157,0,0,0,0,3145
AROROY MUNICIPAL HOSPITAL,2020-04-18 8:27:16,2020-04-18 8:27:16,2020-04-18,0,0,0,0,DOH000000000005162,0,0,0,0,1915
AROROY MUNICIPAL HOSPITAL,2020-04-16 12:01:14,2020-04-16 12:01:14,2020-04-16,0,0,0,0,DOH000000000005162,0,0,0,0,449
AROROY MUNICIPAL HOSPITAL,2020-04-17 8:03:37,2020-04-17 8:03:37,2020-04-17,0,0,0,0,DOH000000000005162,0,0,0,0,889
AROROY MUNICIPAL HOSPITAL,2020-04-19 8:07:36,2020-04-19 8:07:36,2020-04-19,0,0,0,0,DOH000000000005162,0,0,0,0,2672
COMPOSTELA VALLEY PROVINCIAL HOSPITAL -MARAGUSAN,2020-04-18 8:06:26,2020-04-18 8:06:26,2020-04-18,0,0,0,2,DOH000000000005166,0,2,0,0,1810
COMPOSTELA VALLEY PROVINCIAL HOSPITAL -MARAGUSAN,2020-04-16 9:16:55,2020-04-16 9:16:55,2020-04-16,0,0,0,2,DOH000000000005166,0,2,0,0,280
COMPOSTELA VALLEY PROVINCIAL HOSPITAL -MARAGUSAN,2020-04-17 9:26:12,2020-04-17 9:26:12,2020-04-17,0,0,0,2,DOH000000000005166,0,2,0,0,1175
SOGOD DISTRICT HOSPITAL,2020-04-18 8:03:23,2020-04-18 8:03:23,2020-04-18,0,0,0,0,DOH000000000005169,0,2,0,0,1782
SOGOD DISTRICT HOSPITAL,2020-04-17 12:22:56,2020-04-17 12:22:56,2020-04-17,0,0,0,0,DOH000000000005169,0,2,0,0,1371
SOGOD DISTRICT HOSPITAL,2020-04-19 9:13:12,2020-04-19 9:13:12,2020-04-19,0,0,0,0,DOH000000000005169,0,2,0,0,2890
TUAO DISTRICT HOSPITAL,2020-04-17 14:16:10,2020-04-17 14:16:10,2020-04-17,0,0,0,0,DOH000000000005179,0,0,0,0,1443
TUAO DISTRICT HOSPITAL,2020-04-18 9:16:13,2020-04-18 9:16:13,2020-04-18,0,0,0,0,DOH000000000005179,0,1,0,0,2043
TUAO DISTRICT HOSPITAL,2020-04-16 8:34:28,2020-04-16 8:34:28,2020-04-16,0,0,0,1,DOH000000000005179,0,0,0,0,190
TUAO DISTRICT HOSPITAL,2020-04-19 8:19:02,2020-04-19 8:19:02,2020-04-19,0,0,0,0,DOH000000000005179,0,1,0,0,2741
ROMBLON PROVINCIAL HOSPITAL,2020-04-19 8:54:48,2020-04-19 8:54:48,2020-04-19,0,0,3,4,DOH000000000005197,0,12,0,0,2859
ROMBLON PROVINCIAL HOSPITAL,2020-04-18 10:25:22,2020-04-18 10:25:22,2020-04-18,0,0,3,4,DOH000000000005197,0,12,0,0,2130
PIO DURAN MEMORIAL DISTRICT HOSPITAL,2020-04-16 8:21:29,2020-04-16 8:21:29,2020-04-16,0,0,0,0,DOH000000000005198,0,3,0,0,166
PIO DURAN MEMORIAL DISTRICT HOSPITAL,2020-04-19 8:28:19,2020-04-19 8:28:19,2020-04-19,0,0,0,0,DOH000000000005198,0,3,0,0,2773
PIO DURAN MEMORIAL DISTRICT HOSPITAL,2020-04-17 8:55:04,2020-04-17 8:55:04,2020-04-17,0,0,0,0,DOH000000000005198,0,3,0,0,1118
PIO DURAN MEMORIAL DISTRICT HOSPITAL,2020-04-18 8:11:21,2020-04-18 8:11:21,2020-04-18,0,0,0,0,DOH000000000005198,0,3,0,0,1836
CAMIGUIN GENERAL HOSPITAL,2020-04-18 16:06:34,2020-04-18 16:06:34,2020-04-18,0,0,0,0,DOH000000000005202,0,5,0,0,2352
CAMIGUIN GENERAL HOSPITAL,2020-04-16 11:49:12,2020-04-16 11:49:12,2020-04-16,0,0,0,0,DOH000000000005202,0,5,0,0,433
CAMIGUIN GENERAL HOSPITAL,2020-04-17 15:30:09,2020-04-17 15:30:09,2020-04-17,0,0,0,0,DOH000000000005202,0,5,0,0,1483
CAMIGUIN GENERAL HOSPITAL,2020-04-19 10:19:40,2020-04-19 10:19:40,2020-04-19,0,0,0,0,DOH000000000005202,0,5,0,0,2999
MARIHATAG DISTRICT HOSPITAL,2020-04-18 9:29:00,2020-04-18 9:29:00,2020-04-18,0,0,0,0,DOH000000000005204,0,0,0,0,2067
MARIHATAG DISTRICT HOSPITAL,2020-04-17 8:26:21,2020-04-17 8:26:21,2020-04-17,0,0,0,0,DOH000000000005204,0,0,0,0,1009
MARIHATAG DISTRICT HOSPITAL,2020-04-16 8:37:43,2020-04-16 8:37:43,2020-04-16,0,0,0,0,DOH000000000005204,0,0,0,0,198
TADECO HOSPITAL,2020-04-18 7:44:13,2020-04-18 7:44:13,2020-04-18,0,0,0,0,DOH000000000005224,0,0,0,0,1695
TADECO HOSPITAL,2020-04-17 7:29:13,2020-04-17 7:29:13,2020-04-17,0,0,0,0,DOH000000000005224,0,0,0,0,797
TADECO HOSPITAL,2020-04-19 11:15:04,2020-04-19 11:15:04,2020-04-19,0,0,0,0,DOH000000000005224,0,0,0,0,3046
TADECO HOSPITAL,2020-04-16 7:27:20,2020-04-16 7:27:20,2020-04-16,0,0,0,0,DOH000000000005224,0,0,0,0,69
LIZASO HOSPITAL,2020-04-16 5:51:23,2020-04-16 5:51:23,2020-04-16,0,0,0,0,DOH000000000005233,0,0,0,0,17
LIZASO HOSPITAL,2020-04-18 6:57:26,2020-04-18 6:57:26,2020-04-18,0,0,0,0,DOH000000000005233,0,0,0,0,1624
LIZASO HOSPITAL,2020-04-19 5:32:20,2020-04-19 5:32:20,2020-04-19,0,0,0,0,DOH000000000005233,0,0,0,0,2448
LIZASO HOSPITAL,2020-04-17 5:50:34,2020-04-17 5:50:34,2020-04-17,0,0,0,0,DOH000000000005233,0,0,0,0,725
ABRA DE ILOG MUNICIPAL HOSPITAL,2020-04-19 10:28:39,2020-04-19 10:28:39,2020-04-19,0,0,0,0,DOH000000000005252,0,0,0,0,3009
ABRA DE ILOG MUNICIPAL HOSPITAL,2020-04-18 10:11:33,2020-04-18 10:11:33,2020-04-18,0,0,0,0,DOH000000000005252,0,0,0,0,2119
ABRA DE ILOG MUNICIPAL HOSPITAL,2020-04-17 10:56:26,2020-04-17 10:56:26,2020-04-17,0,0,0,0,DOH000000000005252,0,0,0,0,1298
ABRA DE ILOG MUNICIPAL HOSPITAL,2020-04-16 10:12:12,2020-04-16 10:12:12,2020-04-16,0,0,0,0,DOH000000000005252,0,0,0,0,346
"QUIJANO CLINIC AND HOSPITAL, INC.",2020-04-19 9:58:48,2020-04-19 9:58:48,2020-04-19,0,0,0,0,DOH000000000005265,0,0,0,0,2973
"QUIJANO CLINIC AND HOSPITAL, INC.",2020-04-16 15:40:16,2020-04-16 15:40:16,2020-04-16,0,0,0,0,DOH000000000005265,0,0,0,0,619
"QUIJANO CLINIC AND HOSPITAL, INC.",2020-04-17 12:03:45,2020-04-17 12:03:45,2020-04-17,0,0,0,0,DOH000000000005265,0,0,0,0,1362
"QUIJANO CLINIC AND HOSPITAL, INC.",2020-04-18 9:36:49,2020-04-18 9:36:49,2020-04-18,0,0,0,0,DOH000000000005265,0,0,0,0,2080
TUBIGON COMMUNITY HOSPITAL,2020-04-16 13:40:24,2020-04-16 13:40:24,2020-04-16,0,0,0,12,DOH000000000005284,0,12,0,0,522
TUBIGON COMMUNITY HOSPITAL,2020-04-19 9:17:54,2020-04-19 9:17:54,2020-04-19,0,0,0,12,DOH000000000005284,0,12,0,0,2903
TUBIGON COMMUNITY HOSPITAL,2020-04-17 9:59:30,2020-04-17 9:59:30,2020-04-17,0,0,0,12,DOH000000000005284,0,12,0,0,1230
ORIENTAL MINDORO SOUTHERN DISTRICT HOSPITAL,2020-04-16 17:32:21,2020-04-16 17:32:21,2020-04-16,2,0,4,1,DOH000000000005285,0,5,0,0,686
ORIENTAL MINDORO SOUTHERN DISTRICT HOSPITAL,2020-04-18 17:47:10,2020-04-18 17:47:10,2020-04-18,2,0,6,1,DOH000000000005285,0,0,0,0,2405
SAN ANTONIO DISTRICT HOSPITAL,2020-04-19 9:41:23,2020-04-19 9:41:23,2020-04-19,0,0,0,0,DOH000000000005306,0,2,0,0,2951
SAN ANTONIO DISTRICT HOSPITAL,2020-04-16 13:24:55,2020-04-16 13:24:55,2020-04-16,0,0,0,0,DOH000000000005306,0,2,0,0,512
MEDICAL MISSION GROUP OF HOSP AND HEALTH SERVICE- BOHOL COOP,2020-04-16 10:29:25,2020-04-16 10:29:25,2020-04-16,0,0,0,0,DOH000000000005354,0,0,0,0,365
MEDICAL MISSION GROUP OF HOSP AND HEALTH SERVICE- BOHOL COOP,2020-04-17 9:40:55,2020-04-17 9:40:55,2020-04-17,0,0,0,0,DOH000000000005354,0,0,0,0,1205
CITY OF CANDON HOSPITAL,2020-04-17 8:17:10,2020-04-17 8:17:10,2020-04-17,0,0,0,0,DOH000000000005358,0,1,0,0,965
CITY OF CANDON HOSPITAL,2020-04-19 8:15:28,2020-04-19 8:15:28,2020-04-19,0,0,0,0,DOH000000000005358,0,1,0,0,2715
CITY OF CANDON HOSPITAL,2020-04-18 16:25:15,2020-04-18 16:25:15,2020-04-18,0,0,0,0,DOH000000000005358,0,1,0,0,2375
CITY OF CANDON HOSPITAL,2020-04-16 7:42:59,2020-04-16 7:42:59,2020-04-16,0,0,0,0,DOH000000000005358,0,1,0,0,89
HOWARD HUBBARD MEMORIAL HOSPITAL,2020-04-19 9:32:09,2020-04-19 9:32:09,2020-04-19,0,0,1,0,DOH000000000005359,0,0,0,0,2927
HOWARD HUBBARD MEMORIAL HOSPITAL,2020-04-18 8:58:12,2020-04-18 8:58:12,2020-04-18,0,0,2,0,DOH000000000005359,0,0,0,0,1997
HOWARD HUBBARD MEMORIAL HOSPITAL,2020-04-16 9:05:28,2020-04-16 9:05:28,2020-04-16,0,0,5,0,DOH000000000005359,0,0,0,0,261
HOWARD HUBBARD MEMORIAL HOSPITAL,2020-04-17 8:10:07,2020-04-17 8:10:07,2020-04-17,0,0,5,0,DOH000000000005359,0,0,0,0,926
MEDICAL MISSION GROUP HOSPITAL & HEALTH SERVICES COOPERATIVE,2020-04-17 14:28:58,2020-04-17 14:28:58,2020-04-17,0,0,0,0,DOH000000000005377,0,0,0,0,1448
MEDICAL MISSION GROUP HOSPITAL & HEALTH SERVICES COOPERATIVE,2020-04-16 16:15:34,2020-04-16 16:15:34,2020-04-16,0,0,0,0,DOH000000000005377,0,0,0,0,647
MEDICAL MISSION GROUP HOSPITAL & HEALTH SERVICES COOPERATIVE,2020-04-18 7:03:15,2020-04-18 7:03:15,2020-04-18,0,0,0,0,DOH000000000005377,0,0,0,0,1629
MEDICAL MISSION GROUP HOSPITAL & HEALTH SERVICES COOPERATIVE,2020-04-19 6:56:47,2020-04-19 6:56:47,2020-04-19,0,0,0,0,DOH000000000005377,0,0,0,0,2482
PIEDAD MEDICAL CLINIC,2020-04-17 10:28:23,2020-04-17 10:28:23,2020-04-17,0,0,0,1,DOH000000000005379,0,1,0,0,1266
PIEDAD MEDICAL CLINIC,2020-04-18 6:57:43,2020-04-18 6:57:43,2020-04-18,0,0,0,1,DOH000000000005379,0,1,0,0,1625
PIEDAD MEDICAL CLINIC,2020-04-19 9:14:38,2020-04-19 9:14:38,2020-04-19,0,0,0,1,DOH000000000005379,0,1,0,0,2894
POLOMOLOK MUNICIPAL HOSPITAL,2020-04-17 11:15:00,2020-04-17 11:15:00,2020-04-17,0,0,1,0,DOH000000000005381,0,6,0,0,1318
POLOMOLOK MUNICIPAL HOSPITAL,2020-04-18 15:13:42,2020-04-18 15:13:42,2020-04-18,0,0,0,0,DOH000000000005381,0,6,0,0,2325
JOSEFINA BELMONTE DURAN MEMORIAL DISTRICT HOSPITAL,2020-04-19 7:37:52,2020-04-19 7:37:52,2020-04-19,0,0,0,0,DOH000000000005416,0,5,0,0,2556
JOSEFINA BELMONTE DURAN MEMORIAL DISTRICT HOSPITAL,2020-04-18 7:49:49,2020-04-18 7:49:49,2020-04-18,0,0,0,0,DOH000000000005416,0,5,0,0,1715
JOSEFINA BELMONTE DURAN MEMORIAL DISTRICT HOSPITAL,2020-04-17 6:08:28,2020-04-17 6:08:28,2020-04-17,0,0,0,0,DOH000000000005416,0,5,0,0,731
JOSEFINA BELMONTE DURAN MEMORIAL DISTRICT HOSPITAL,2020-04-16 14:29:06,2020-04-16 14:29:06,2020-04-16,0,0,0,0,DOH000000000005416,0,0,0,0,566
"OUR LADY OF MERCY GENERAL HOSPITAL, INC.",2020-04-18 10:23:28,2020-04-18 10:23:28,2020-04-18,1,0,0,0,DOH000000000005417,0,0,0,0,2128
"OUR LADY OF MERCY GENERAL HOSPITAL, INC.",2020-04-19 8:52:31,2020-04-19 8:52:31,2020-04-19,1,1,0,0,DOH000000000005417,0,0,0,0,2854
"SULTAN KUDARAT MEDICAL SPECIALIST CENTER, INC.",2020-04-19 9:44:19,2020-04-19 9:44:19,2020-04-19,0,0,0,0,DOH000000000005419,0,1,0,0,2954
"SULTAN KUDARAT MEDICAL SPECIALIST CENTER, INC.",2020-04-16 9:15:38,2020-04-16 9:15:38,2020-04-16,0,0,0,0,DOH000000000005419,0,1,0,0,278
"SULTAN KUDARAT MEDICAL SPECIALIST CENTER, INC.",2020-04-17 9:27:31,2020-04-17 9:27:31,2020-04-17,0,0,0,0,DOH000000000005419,0,1,0,0,1177
"SULTAN KUDARAT MEDICAL SPECIALIST CENTER, INC.",2020-04-18 8:35:33,2020-04-18 8:35:33,2020-04-18,0,0,0,0,DOH000000000005419,0,1,0,0,1936
SULTAN KUDARAT PROVINCIAL HOSPITAL,2020-04-17 9:31:38,2020-04-17 9:31:38,2020-04-17,0,0,0,0,DOH000000000005420,0,2,0,0,1186
DANAO MOTHER AND CHILD HOSPITAL,2020-04-19 9:53:22,2020-04-19 9:53:22,2020-04-19,0,0,0,0,DOH000000000005437,0,0,0,0,2963
DANAO MOTHER AND CHILD HOSPITAL,2020-04-17 10:09:08,2020-04-17 10:09:08,2020-04-17,0,0,0,0,DOH000000000005437,0,0,0,0,1246
DANAO MOTHER AND CHILD HOSPITAL,2020-04-18 11:47:31,2020-04-18 11:47:31,2020-04-18,0,0,0,0,DOH000000000005437,0,0,0,0,2223
PATHFINDER ESTATE HOSPITAL,2020-04-17 7:52:49,2020-04-17 7:52:49,2020-04-17,0,0,0,0,DOH000000000005446,0,0,0,0,846
PATHFINDER ESTATE HOSPITAL,2020-04-18 7:44:37,2020-04-18 7:44:37,2020-04-18,0,0,0,0,DOH000000000005446,0,0,0,0,1701
PATHFINDER ESTATE HOSPITAL,2020-04-16 7:42:19,2020-04-16 7:42:19,2020-04-16,0,0,0,0,DOH000000000005446,0,0,0,0,88
PATHFINDER ESTATE HOSPITAL,2020-04-19 7:11:17,2020-04-19 7:11:17,2020-04-19,0,0,0,0,DOH000000000005446,0,0,0,0,2507
ALEOSAN DISTRICT HOSPITAL,2020-04-18 16:04:05,2020-04-18 16:04:05,2020-04-18,0,0,4,0,DOH000000000005451,0,21,0,0,2350
ALEOSAN DISTRICT HOSPITAL,2020-04-19 11:33:18,2020-04-19 11:33:18,2020-04-19,0,0,2,0,DOH000000000005451,0,23,0,0,3058
INFANTE HOSPITAL MANAGEMENT CORPORATION,2020-04-18 8:06:08,2020-04-18 8:06:08,2020-04-18,0,0,0,0,DOH000000000005452,0,2,2,0,1806
INFANTE HOSPITAL MANAGEMENT CORPORATION,2020-04-17 8:06:05,2020-04-17 8:06:05,2020-04-17,0,0,0,0,DOH000000000005452,0,2,2,0,901
