cfname,updateddate,addeddate,beds_ward_v,id,hfhudcode,icu_o,isolbed_v,reportdate,isolbed_o,mechvent_o,mechvent_v,beds_ward_o,icu_v
CAUAYAN DISTRICT HOSPITAL,2020-04-17 9:31:38,2020-04-17 9:31:38,0,1185,DOH000000000006513,0,0,2020-04-17,0,0,0,0,0
CAUAYAN DISTRICT HOSPITAL,2020-04-16 11:51:11,2020-04-16 11:51:11,0,438,DOH000000000006513,0,0,2020-04-16,0,0,0,0,0
MILAGROS ALBANO DISTRICT HOSPITAL,2020-04-16 14:36:30,2020-04-16 14:36:30,0,574,DOH000000000006551,0,1,2020-04-16,0,0,0,0,0
MILAGROS ALBANO DISTRICT HOSPITAL,2020-04-17 8:07:46,2020-04-17 8:07:46,0,912,DOH000000000006551,0,1,2020-04-17,0,0,0,0,0
BRIGADIER GENERAL BENITO N. EBUEN AIR BASE HOSPITAL,2020-04-17 9:40:27,2020-04-17 9:40:27,0,1203,DOH000000000006553,0,0,2020-04-17,0,0,0,0,0
RABARA CLINIC AND HOSPITAL,2020-04-17 7:50:31,2020-04-17 7:50:31,0,838,DOH000000000006558,0,0,2020-04-17,0,0,0,0,0
RABARA CLINIC AND HOSPITAL,2020-04-16 11:51:13,2020-04-16 11:51:13,0,439,DOH000000000006558,0,0,2020-04-16,0,0,0,0,0
SALUG VALLEY MEDICAL CENTER,2020-04-17 7:59:33,2020-04-17 7:59:33,0,872,DOH000000000006576,0,2,2020-04-17,0,0,0,0,0
SALUG VALLEY MEDICAL CENTER,2020-04-16 7:52:03,2020-04-16 7:52:03,0,106,DOH000000000006576,0,2,2020-04-16,0,0,0,0,0
"SABAL HOSPITAL, INC.",2020-04-17 15:18:51,2020-04-17 15:18:51,2,1477,DOH000000000006588,0,2,2020-04-17,0,0,0,0,0
DONA JOSEFA E. MARCOS DISTRICT HOSPITAL,2020-04-17 10:13:39,2020-04-17 10:13:39,0,1253,DOH000000000006707,0,0,2020-04-17,0,0,0,0,0
DONA JOSEFA E. MARCOS DISTRICT HOSPITAL,2020-04-16 14:01:44,2020-04-16 14:01:44,0,538,DOH000000000006707,0,0,2020-04-16,0,0,0,0,0
MISAMIS ORIENTAL PROVINCIAL HOSPITAL - BALINGASAG,2020-04-16 21:57:47,2020-04-16 21:57:47,6,719,DOH000000000006714,0,6,2020-04-16,0,0,0,0,6
A.M. YUMENA GENERAL HOSPITAL INC.,2020-04-17 9:53:43,2020-04-17 9:53:43,0,1224,DOH000000000006720,0,1,2020-04-17,0,0,0,0,0
RANADA GENERAL HOSPITAL,2020-04-17 12:10:22,2020-04-17 12:10:22,0,1365,DOH000000000006746,0,0,2020-04-17,0,0,0,0,0
RANADA GENERAL HOSPITAL,2020-04-16 9:11:34,2020-04-16 9:11:34,0,272,DOH000000000006746,0,0,2020-04-16,0,0,0,0,0
"OUR LADY OF PORZIUNCOLA HOSPITAL, INC.",2020-04-16 18:58:20,2020-04-16 18:58:20,0,705,DOH000000000006821,0,4,2020-04-16,0,0,0,0,0
"OUR LADY OF PORZIUNCOLA HOSPITAL, INC.",2020-04-17 9:25:35,2020-04-17 9:25:35,0,1174,DOH000000000006821,0,4,2020-04-17,0,0,0,0,0
VELASQUEZ MEDICAL CLINIC AND HOSPITAL,2020-04-17 14:02:03,2020-04-17 14:02:03,0,1439,DOH000000000006861,0,0,2020-04-17,0,0,0,0,0
SABALLA-ROSARIO HOSPITAL,2020-04-17 12:43:09,2020-04-17 12:43:09,0,1383,DOH000000000006866,0,0,2020-04-17,0,0,0,0,0
SABALLA-ROSARIO HOSPITAL,2020-04-16 15:18:48,2020-04-16 15:18:48,0,605,DOH000000000006866,0,0,2020-04-16,0,0,0,0,0
ESPERANZA MEDICARE COMMUNITY HOSPITAL,2020-04-17 8:25:42,2020-04-17 8:25:42,0,1006,DOH000000000006878,0,0,2020-04-17,0,0,0,0,0
ESPERANZA MEDICARE COMMUNITY HOSPITAL,2020-04-16 8:41:06,2020-04-16 8:41:06,0,208,DOH000000000006878,0,0,2020-04-16,0,0,0,0,0
ST. ANNE CLINIC,2020-04-16 8:37:00,2020-04-16 8:37:00,0,195,DOH000000000006893,0,0,2020-04-16,0,0,0,0,0
ST. ANNE CLINIC,2020-04-17 9:43:57,2020-04-17 9:43:57,0,1211,DOH000000000006893,0,0,2020-04-17,0,0,0,0,0
"SULTAN KUDARAT DOCTORS HOSPITAL, INC.",2020-04-17 9:57:14,2020-04-17 9:57:14,0,1228,DOH000000000006895,0,2,2020-04-17,0,0,0,0,0
R AND L MEDICAL CLINIC,2020-04-16 16:01:01,2020-04-16 16:01:01,0,635,DOH000000000006900,0,1,2020-04-16,0,0,0,0,0
"STA. MARIA VILLAGE HOSPITAL, INC.",2020-04-16 10:00:05,2020-04-16 10:00:05,3,332,DOH000000000007014,0,1,2020-04-16,0,0,0,0,0
"STA. MARIA VILLAGE HOSPITAL, INC.",2020-04-17 11:20:20,2020-04-17 11:20:20,0,1326,DOH000000000007014,0,1,2020-04-17,0,0,0,0,0
SIOCON DISTRICT HOSPITAL,2020-04-16 15:40:53,2020-04-16 15:40:53,0,620,DOH000000000007019,0,6,2020-04-16,0,0,0,0,0
SIOCON DISTRICT HOSPITAL,2020-04-17 9:25:03,2020-04-17 9:25:03,0,1172,DOH000000000007019,0,6,2020-04-17,0,0,0,0,0
JESUS THE GOOD SHEPHERD HOSPITAL,2020-04-16 12:12:39,2020-04-16 12:12:39,1,458,DOH000000000007028,0,1,2020-04-16,0,0,0,0,0
JESUS THE GOOD SHEPHERD HOSPITAL,2020-04-17 9:42:17,2020-04-17 9:42:17,1,1207,DOH000000000007028,0,1,2020-04-17,0,0,0,0,0
SUERO GENERAL HOSPITAL,2020-04-17 8:35:00,2020-04-17 8:35:00,0,1044,DOH000000000007032,0,0,2020-04-17,0,0,0,0,0
SUERO GENERAL HOSPITAL,2020-04-16 12:28:42,2020-04-16 12:28:42,0,474,DOH000000000007032,0,0,2020-04-16,0,0,0,0,0
"ZAMBOANGA DOCTORS? HOSPITAL, INC.",2020-04-17 8:24:12,2020-04-17 8:24:12,0,1004,DOH000000000007036,0,0,2020-04-17,0,0,0,0,0
"ZAMBOANGA DOCTORS? HOSPITAL, INC.",2020-04-16 6:41:12,2020-04-16 6:41:12,0,30,DOH000000000007036,0,0,2020-04-16,0,0,0,0,0
"METRO PAGADIAN SPECIALIST HOSPITAL, INC.",2020-04-16 8:40:47,2020-04-16 8:40:47,2,206,DOH000000000007054,0,2,2020-04-16,0,0,0,0,0
"METRO PAGADIAN SPECIALIST HOSPITAL, INC.",2020-04-17 8:33:02,2020-04-17 8:33:02,0,1036,DOH000000000007054,0,2,2020-04-17,0,0,0,0,0
STO. NINO HOSPITAL,2020-04-15 17:29:15,2020-04-15 17:29:15,0,5,DOH000000000007055,0,0,2020-04-15,0,0,0,0,0
STO. NINO HOSPITAL,2020-04-17 7:10:31,2020-04-17 7:10:31,0,769,DOH000000000007055,0,0,2020-04-17,0,0,0,0,0
STO. NINO HOSPITAL,2020-04-16 7:24:08,2020-04-16 7:24:08,0,61,DOH000000000007055,0,0,2020-04-16,0,0,0,0,0
BOLINAO COMMUNITY HOSPITAL,2020-04-17 14:54:54,2020-04-17 14:54:54,3,1465,DOH000000000007479,0,2,2020-04-17,0,0,0,0,0
DAVAO DEL NORTE HOSPITAL (ISALND GARDEN CITY OF SAMAL ZONE),2020-04-16 8:32:09,2020-04-16 8:32:09,0,187,DOH000000000007482,0,5,2020-04-16,0,0,0,0,0
DAVAO DEL NORTE HOSPITAL (ISALND GARDEN CITY OF SAMAL ZONE),2020-04-17 10:40:03,2020-04-17 10:40:03,0,1286,DOH000000000007482,0,5,2020-04-17,0,0,0,0,0
IROSIN DISTRICT HOSPITAL,2020-04-17 13:00:43,2020-04-17 13:00:43,0,1395,DOH000000000007483,0,2,2020-04-17,0,0,0,0,0
IROSIN DISTRICT HOSPITAL,2020-04-16 19:11:55,2020-04-16 19:11:55,2,707,DOH000000000007483,0,2,2020-04-16,0,0,0,0,0
APARRI PROVINCIAL HOSPITAL,2020-04-16 11:40:01,2020-04-16 11:40:01,6,424,DOH000000000007486,0,6,2020-04-16,0,0,0,0,0
APARRI PROVINCIAL HOSPITAL,2020-04-17 11:56:51,2020-04-17 11:56:51,6,1356,DOH000000000007486,0,6,2020-04-17,0,0,0,0,0
APARRI PROVINCIAL HOSPITAL,2020-04-15 21:11:59,2020-04-15 21:11:59,6,9,DOH000000000007486,0,6,2020-04-15,0,0,0,0,0
GOVERNOR FAUSTINO N. DY SR. MEMORIAL HOSPITAL,2020-04-17 14:38:27,2020-04-17 14:38:27,0,1455,DOH000000000007487,0,4,2020-04-17,0,0,0,0,0
DAVAO ORIENTAL PROVINCIAL MEDICAL CENTER,2020-04-17 13:53:35,2020-04-17 13:53:35,0,1429,DOH000000000007488,0,3,2020-04-17,0,0,0,0,6
DAVAO ORIENTAL PROVINCIAL MEDICAL CENTER,2020-04-16 16:09:37,2020-04-16 16:09:37,0,643,DOH000000000007488,0,3,2020-04-16,0,0,0,0,6
EASTERN BICOL MEDICAL CENTER,2020-04-16 7:09:25,2020-04-16 7:09:25,0,45,DOH000000000007489,1,0,2020-04-16,5,1,0,0,0
EASTERN BICOL MEDICAL CENTER,2020-04-17 7:36:18,2020-04-17 7:36:18,0,813,DOH000000000007489,1,0,2020-04-17,6,1,0,0,0
CLINICA OZARAGA DOCTORS HOSPITAL,2020-04-17 13:12:29,2020-04-17 13:12:29,0,1402,DOH000000000007505,0,2,2020-04-17,0,0,0,0,0
CLINICA OZARAGA DOCTORS HOSPITAL,2020-04-16 16:10:31,2020-04-16 16:10:31,0,644,DOH000000000007505,0,0,2020-04-16,0,0,0,0,2
"CAGAYAN DE ORO POLYMEDIC GENERAL HOSPITAL, INC.",2020-04-16 19:43:05,2020-04-16 19:43:05,0,711,DOH000000000007512,0,0,2020-04-16,0,0,0,0,0
BAYUGAN CITY DOCTORS HOSPITAL,2020-04-16 9:32:15,2020-04-16 9:32:15,0,302,DOH000000000007513,0,1,2020-04-16,0,0,0,0,0
BAYUGAN CITY DOCTORS HOSPITAL,2020-04-17 7:55:59,2020-04-17 7:55:59,0,857,DOH000000000007513,0,1,2020-04-17,0,0,0,0,0
UNIVERSIDAD DE ZAMBOANGA MEDICAL CENTER,2020-04-17 8:38:11,2020-04-17 8:38:11,4,1061,DOH000000000007527,0,0,2020-04-17,0,0,0,0,0
HAPPY VALLEY COMMUNITY HOSPITAL,2020-04-16 17:42:06,2020-04-16 17:42:06,0,689,DOH000000000007705,0,1,2020-04-16,0,0,0,0,0
HAPPY VALLEY COMMUNITY HOSPITAL,2020-04-17 8:21:03,2020-04-17 8:21:03,0,985,DOH000000000007705,0,0,2020-04-17,0,0,0,0,0
HOFILENA HOSPITAL,2020-04-16 20:23:46,2020-04-16 20:23:46,0,714,DOH000000000007706,0,0,2020-04-16,0,0,0,0,0
HOFILENA HOSPITAL,2020-04-17 10:13:08,2020-04-17 10:13:08,0,1251,DOH000000000007706,0,0,2020-04-17,0,0,0,0,0
PAGADIAN DOCTORS HOSPITAL,2020-04-17 10:05:39,2020-04-17 10:05:39,0,1242,DOH000000000007708,0,1,2020-04-17,0,0,0,0,0
IPIL DOCTOR'S HOSPITAL,2020-04-16 8:42:12,2020-04-16 8:42:12,0,213,DOH000000000007710,0,3,2020-04-16,0,0,0,0,0
IPIL DOCTOR'S HOSPITAL,2020-04-17 8:08:32,2020-04-17 8:08:32,0,916,DOH000000000007710,0,3,2020-04-17,0,0,0,0,0
LANCETA MEDICAL HOSPITAL,2020-04-17 8:04:43,2020-04-17 8:04:43,0,893,DOH000000000007711,0,0,2020-04-17,0,0,0,0,0
LANCETA MEDICAL HOSPITAL,2020-04-16 8:28:52,2020-04-16 8:28:52,0,179,DOH000000000007711,0,0,2020-04-16,0,0,0,0,0
UNAYAN MUNICIPAL HOSPITAL,2020-04-16 17:15:53,2020-04-16 17:15:53,0,680,DOH000000000007712,0,0,2020-04-16,0,0,0,0,0
UNAYAN MUNICIPAL HOSPITAL,2020-04-17 11:36:02,2020-04-17 11:36:02,0,1340,DOH000000000007712,0,0,2020-04-17,0,0,0,0,0
WILFREDO C. PALMA MEMORIAL HOSPITAL,2020-04-17 8:25:03,2020-04-17 8:25:03,0,1005,DOH000000000007971,0,0,2020-04-17,0,0,0,0,0
WILFREDO C. PALMA MEMORIAL HOSPITAL,2020-04-16 7:30:47,2020-04-16 7:30:47,0,73,DOH000000000007971,0,0,2020-04-16,0,0,0,0,0
AISAH MEDICAL HOSPITAL,2020-04-17 8:55:37,2020-04-17 8:55:37,0,1121,DOH000000000007972,0,0,2020-04-17,0,0,0,0,0
AISAH MEDICAL HOSPITAL,2020-04-16 10:45:06,2020-04-16 10:45:06,0,382,DOH000000000007972,0,0,2020-04-16,0,0,0,0,0
"DR. RONALD P. GUZMAN MEDICAL CENTER, INC.",2020-04-16 10:06:58,2020-04-16 10:06:58,0,341,DOH000000000008483,0,0,2020-04-16,0,0,0,0,0
"DR. RONALD P. GUZMAN MEDICAL CENTER, INC.",2020-04-17 8:39:53,2020-04-17 8:39:53,0,1070,DOH000000000008483,0,0,2020-04-17,0,0,0,0,0
WESTERN LEYTE PROVINCIAL HOSPITAL,2020-04-16 7:58:35,2020-04-16 7:58:35,0,116,DOH000000000011518,0,0,2020-04-16,0,0,0,0,0
WESTERN LEYTE PROVINCIAL HOSPITAL,2020-04-17 8:06:24,2020-04-17 8:06:24,0,905,DOH000000000011518,0,0,2020-04-17,5,0,0,0,0
"MOTHER OF MERCY HOSPITAL-TACLOBAN, INC.",2020-04-17 10:42:15,2020-04-17 10:42:15,0,1287,DOH000000000011589,0,0,2020-04-17,0,0,0,0,0
"MOTHER OF MERCY HOSPITAL-TACLOBAN, INC.",2020-04-16 17:08:29,2020-04-16 17:08:29,0,676,DOH000000000011589,0,0,2020-04-16,0,0,0,0,0
"SAN LORENZO HOSPITAL HEALTH MANAGEMENT COMPANY, INC.",2020-04-17 8:06:13,2020-04-17 8:06:13,0,902,DOH000000000013109,0,0,2020-04-17,0,0,0,0,0
"SAN LORENZO HOSPITAL HEALTH MANAGEMENT COMPANY, INC.",2020-04-16 8:26:35,2020-04-16 8:26:35,0,176,DOH000000000013109,0,0,2020-04-16,0,0,0,0,0
KARMELLI CLINIC AND HOSPITAL,2020-04-16 15:10:24,2020-04-16 15:10:24,0,596,DOH000000000017409,0,0,2020-04-16,0,0,0,0,0
KARMELLI CLINIC AND HOSPITAL,2020-04-17 7:43:23,2020-04-17 7:43:23,0,820,DOH000000000017409,0,0,2020-04-17,0,0,0,0,0
BALO-I PROVINCIAL HOSPITAL,2020-04-16 11:50:34,2020-04-16 11:50:34,0,437,DOH000000000023750,0,1,2020-04-16,0,0,0,0,0
BALO-I PROVINCIAL HOSPITAL,2020-04-17 10:09:47,2020-04-17 10:09:47,0,1248,DOH000000000023750,0,1,2020-04-17,0,0,0,0,0
ST. JUDE THADDEUS GENERAL HOSPITAL (SJTGH),2020-04-17 8:50:21,2020-04-17 8:50:21,0,1103,DOH000000000023761,0,0,2020-04-17,0,0,0,0,0
ST. JUDE THADDEUS GENERAL HOSPITAL (SJTGH),2020-04-16 10:23:47,2020-04-16 10:23:47,0,358,DOH000000000023761,0,0,2020-04-16,0,0,0,0,0
ASENTISTA DOCTORS HOSPITAL AND LABORATORY,2020-04-16 18:04:18,2020-04-16 18:04:18,0,697,DOH000000000023762,0,0,2020-04-16,0,0,0,0,0
PHILSAGA MINING HOSPITAL,2020-04-17 10:28:17,2020-04-17 10:28:17,0,1265,DOH000000000023766,0,2,2020-04-17,0,0,0,0,0
PHILSAGA MINING HOSPITAL,2020-04-16 7:28:30,2020-04-16 7:28:30,0,72,DOH000000000023766,0,2,2020-04-16,0,0,0,0,0
E. ZARATE HOSPITAL,2020-04-17 11:25:33,2020-04-17 11:25:33,0,1331,DOH000000000023768,0,0,2020-04-17,0,0,0,0,0
CARAMORAN MUNICIPAL HOSPITAL,2020-04-16 14:01:18,2020-04-16 14:01:18,0,536,DOH000000000023817,0,0,2020-04-16,0,0,0,0,0
CARAMORAN MUNICIPAL HOSPITAL,2020-04-17 8:11:31,2020-04-17 8:11:31,0,935,DOH000000000023817,0,0,2020-04-17,0,0,0,0,0
TIGAON PRIMARY HOSPITAL,2020-04-17 8:14:14,2020-04-17 8:14:14,0,952,DOH000000000024002,0,0,2020-04-17,0,0,0,0,0
TIGAON PRIMARY HOSPITAL,2020-04-16 6:48:28,2020-04-16 6:48:28,0,35,DOH000000000024002,0,0,2020-04-16,0,0,0,0,0
ISIAH MEDICAL CENTER,2020-04-17 14:19:38,2020-04-17 14:19:38,0,1445,DOH000000000024449,0,1,2020-04-17,0,0,0,0,0
ISIAH MEDICAL CENTER,2020-04-16 11:03:25,2020-04-16 11:03:25,0,396,DOH000000000024449,0,1,2020-04-16,0,0,0,0,0
CAMP ELIAS ANGELES STATION HOSPITAL,2020-04-16 8:14:50,2020-04-16 8:14:50,0,151,DOH000000000024471,0,0,2020-04-16,0,0,0,0,0
CAMP ELIAS ANGELES STATION HOSPITAL,2020-04-17 9:46:18,2020-04-17 9:46:18,0,1213,DOH000000000024471,0,0,2020-04-17,0,0,0,0,0
"GRACE GENERAL HOSPITAL, INC.",2020-04-16 9:13:44,2020-04-16 9:13:44,0,276,DOH000000000025676,1,0,2020-04-16,3,1,0,0,0
"GRACE GENERAL HOSPITAL, INC.",2020-04-17 8:50:12,2020-04-17 8:50:12,0,1102,DOH000000000025676,1,0,2020-04-17,3,1,0,0,0
UROLOGY CENTER OF THE PHILIPPINES,2020-04-17 7:41:01,2020-04-17 7:41:01,0,817,DOH000000000025834,0,0,2020-04-17,0,0,0,0,0
NORTHERN LUZON ADVENTIST HOSPITAL,2020-04-17 8:05:26,2020-04-17 8:05:26,0,897,DOH000000000025849,0,1,2020-04-17,0,0,0,0,0
NORTHERN LUZON ADVENTIST HOSPITAL,2020-04-16 15:08:44,2020-04-16 15:08:44,0,595,DOH000000000025849,0,0,2020-04-16,0,0,0,0,0
"ANTIQUE MEDICAL CENTER, INC.",2020-04-16 16:38:18,2020-04-16 16:38:18,0,661,DOH000000000026270,0,2,2020-04-16,0,0,0,0,0
DAWIS COMMUNITY PRIMARY HOSPITAL,2020-04-16 10:51:31,2020-04-16 9:11:49,0,273,DOH000000000026525,0,0,2020-04-16,0,0,0,0,0
DAWIS COMMUNITY PRIMARY HOSPITAL,2020-04-17 9:19:34,2020-04-17 9:12:59,0,1155,DOH000000000026525,0,0,2020-04-17,0,0,0,0,0
HIBO-FRANCISCO HOSPITAL,2020-04-17 6:10:25,2020-04-17 6:10:25,0,734,DOH000000000027113,0,0,2020-04-17,0,0,0,0,0
HIBO-FRANCISCO HOSPITAL,2020-04-16 7:49:35,2020-04-16 7:49:35,0,99,DOH000000000027113,0,0,2020-04-16,0,0,0,0,0
SIBUCO MUNICIPAL HOSPITAL,2020-04-16 7:36:57,2020-04-16 7:36:57,0,82,DOH000000000027779,0,2,2020-04-16,0,0,0,0,0
SIBUCO MUNICIPAL HOSPITAL,2020-04-17 7:59:00,2020-04-17 7:59:00,0,866,DOH000000000027779,0,2,2020-04-17,0,0,0,0,0
"GONZALES MARANAN MED. CTR.,INC. GUIHING SATELLITE",2020-04-17 10:36:31,2020-04-17 10:36:31,0,1280,DOH000000000027957,0,0,2020-04-17,0,0,0,0,0
"ST. JOHN HOSPITAL, INC. (GOA-NAGA CITY)",2020-04-17 8:26:28,2020-04-17 8:26:28,0,1010,DOH000000000029639,0,1,2020-04-17,0,0,0,0,0
"ST. JOHN HOSPITAL, INC. (GOA-NAGA CITY)",2020-04-15 17:18:40,2020-04-15 17:18:40,0,3,DOH000000000029639,0,1,2020-04-15,0,0,0,0,0
"ST. JOHN HOSPITAL, INC. (GOA-NAGA CITY)",2020-04-16 8:21:17,2020-04-16 8:21:17,0,165,DOH000000000029639,0,1,2020-04-16,0,0,0,0,0
TALACOGON DISTRICT HOSPITAL,2020-04-17 7:50:59,2020-04-17 7:50:59,0,840,DOH000000000029798,0,0,2020-04-17,0,0,0,0,0
TALACOGON DISTRICT HOSPITAL,2020-04-16 8:42:39,2020-04-16 8:42:39,0,215,DOH000000000029798,0,0,2020-04-16,0,0,0,0,0
BAGGAO DISTRICT HOSPITAL,2020-04-17 10:33:06,2020-04-17 10:33:06,0,1277,DOH000000000030050,0,0,2020-04-17,0,0,0,0,0
BAGGAO DISTRICT HOSPITAL,2020-04-16 12:46:24,2020-04-16 12:46:24,0,481,DOH000000000030050,0,0,2020-04-16,0,0,0,0,0
QUIRINO PRIMARY HEALTH CARE FACILITY,2020-04-17 7:51:08,2020-04-17 7:51:08,0,843,DOH000000000030121,0,0,2020-04-17,0,0,0,0,0
STO. CRISTO MILAGROSO HOSPITAL,2020-04-16 12:43:44,2020-04-16 12:43:44,1,479,DOH000000000030122,0,1,2020-04-16,0,0,0,0,0
STO. CRISTO MILAGROSO HOSPITAL,2020-04-17 8:49:06,2020-04-17 8:49:06,1,1098,DOH000000000030122,0,0,2020-04-17,0,0,0,0,0
SAGNAY INFIRMARY,2020-04-17 8:13:22,2020-04-17 8:13:22,2,947,DOH000000000030126,0,2,2020-04-17,0,0,0,0,0
SAGNAY INFIRMARY,2020-04-16 8:00:25,2020-04-16 8:00:25,2,117,DOH000000000030126,0,2,2020-04-16,0,0,0,0,0
SAN MATEO INTEGRATED COMMUNITY HOSPITAL,2020-04-17 11:16:48,2020-04-17 11:16:48,0,1320,DOH000000000030187,0,4,2020-04-17,0,0,0,0,0
SAN MATEO INTEGRATED COMMUNITY HOSPITAL,2020-04-16 11:06:54,2020-04-16 11:06:54,0,399,DOH000000000030187,0,4,2020-04-16,0,0,0,0,0
INDIGINEOUS PEOPLES HOSPITAL FOUNDATION OF THE DIOCESE OF BA,2020-04-17 8:08:10,2020-04-17 8:08:10,0,913,DOH000000000030198,0,0,2020-04-17,0,0,0,0,0
DIADI EMERGENCY HOSPITAL,2020-04-16 10:13:51,2020-04-16 10:13:51,0,348,DOH000000000030199,0,0,2020-04-16,0,0,0,0,0
DIADI EMERGENCY HOSPITAL,2020-04-17 7:27:33,2020-04-17 7:27:33,0,791,DOH000000000030199,0,0,2020-04-17,0,0,0,0,0
MIDWAY HOSPITAL,2020-04-17 13:30:13,2020-04-17 13:30:13,0,1415,DOH000000000031928,0,0,2020-04-17,0,0,0,0,0
MIDWAY HOSPITAL,2020-04-16 10:34:50,2020-04-16 10:34:50,0,369,DOH000000000031928,0,0,2020-04-16,0,0,0,0,0
WOMEN'S CHILDREN'S COMMUNITY HOSPITAL INC.,2020-04-16 11:27:58,2020-04-16 11:27:58,0,413,DOH000000000031981,0,0,2020-04-16,0,0,0,0,0
"CURE PHILIPPINES, INC. ",2020-04-16 20:03:40,2020-04-16 20:03:40,0,713,DOH000000000031999,0,0,2020-04-16,0,0,0,0,0
"CURE PHILIPPINES, INC. ",2020-04-17 7:18:14,2020-04-17 7:18:14,0,781,DOH000000000031999,0,0,2020-04-17,0,0,0,0,0
"VALENCIA POLYMEDIC GENERAL HOSPITAL, INC.",2020-04-16 15:30:09,2020-04-16 15:30:09,2,615,DOH000000000032016,0,2,2020-04-16,0,0,0,0,0
GUARDIANO MATERNITY AND CHILDREN CLINIC AND HOSPITAL,2020-04-17 13:46:22,2020-04-17 13:46:22,0,1424,DOH000000000032025,0,0,2020-04-17,0,0,0,0,0
ROSALES MUNICIPAL INFIRMARY UNIT,2020-04-16 10:03:17,2020-04-16 10:03:17,0,337,DOH000000000032061,0,0,2020-04-16,0,0,0,0,0
BUMANGLAG SPECIALTY HOSPITAL,2020-04-17 9:31:27,2020-04-17 9:31:27,0,1184,DOH000000000032062,0,0,2020-04-17,0,0,0,0,0
BUMANGLAG SPECIALTY HOSPITAL,2020-04-16 11:49:36,2020-04-16 11:49:36,0,436,DOH000000000032062,0,0,2020-04-16,0,0,0,0,0
UNIVERSITY OF NORTHERN PHILIPPINES HOSPITAL,2020-04-16 11:48:49,2020-04-16 11:48:49,0,431,DOH000000000032065,0,0,2020-04-16,0,0,0,0,0
UNIVERSITY OF NORTHERN PHILIPPINES HOSPITAL,2020-04-17 8:35:46,2020-04-17 8:35:46,0,1048,DOH000000000032065,0,0,2020-04-17,0,0,0,0,0
SAINT CAMILLUS DE LELLIS GENERAL HOSPITAL,2020-04-17 8:16:22,2020-04-17 8:16:22,0,961,DOH000000000032066,0,0,2020-04-17,0,0,0,0,0
SAINT CAMILLUS DE LELLIS GENERAL HOSPITAL,2020-04-16 11:13:51,2020-04-16 11:13:51,0,402,DOH000000000032066,0,0,2020-04-16,0,0,0,0,0
ORAS DOCTORS HOSPITAL,2020-04-17 10:34:49,2020-04-17 10:34:49,0,1279,DOH000000000032074,0,10,2020-04-17,0,0,0,0,0
JUVELO FAMILY CLINIC,2020-04-16 16:52:22,2020-04-16 16:52:22,0,669,DOH000000000032075,0,0,2020-04-16,0,0,0,0,0
LORENZO TAN MULTI-PURPOSE COOPERATIVE HOSPITAL,2020-04-16 7:58:26,2020-04-16 7:58:26,0,114,DOH000000000032090,0,2,2020-04-16,0,0,0,0,0
LORENZO TAN MULTI-PURPOSE COOPERATIVE HOSPITAL,2020-04-17 8:19:02,2020-04-17 8:19:02,0,977,DOH000000000032090,0,2,2020-04-17,0,0,0,0,0
CORAZON C. AQUINO MEMORIAL HOSPITAL,2020-04-17 8:54:51,2020-04-17 8:54:51,0,1116,DOH000000000032095,0,0,2020-04-17,5,0,0,0,0
CORAZON C. AQUINO MEMORIAL HOSPITAL,2020-04-16 14:07:41,2020-04-16 14:07:41,0,542,DOH000000000032095,0,0,2020-04-16,5,0,0,0,0
OWWA MISAMIS ORIENTAL PROVINCIAL HOSPITAL- ALUBIJID,2020-04-16 15:47:39,2020-04-16 15:47:39,0,626,DOH000000000032104,0,0,2020-04-16,0,0,0,0,0
OWWA MISAMIS ORIENTAL PROVINCIAL HOSPITAL- ALUBIJID,2020-04-17 13:54:52,2020-04-17 13:54:52,0,1432,DOH000000000032104,0,0,2020-04-17,0,0,0,0,0
CALAYAN INFIRMARY,2020-04-17 14:32:50,2020-04-17 14:32:50,2,1451,DOH000000000032209,0,2,2020-04-17,0,0,0,0,0
CALAYAN INFIRMARY,2020-04-16 8:49:10,2020-04-16 8:49:10,2,231,DOH000000000032209,0,2,2020-04-16,0,0,0,0,0
EL CORAZON DE JESUS MEDICAL AND DIAGNOSTIC CLINIC,2020-04-16 12:21:28,2020-04-16 12:21:28,0,468,DOH000000000032269,0,0,2020-04-16,0,0,0,0,0
EL CORAZON DE JESUS MEDICAL AND DIAGNOSTIC CLINIC,2020-04-17 10:32:05,2020-04-17 10:32:05,0,1276,DOH000000000032269,0,0,2020-04-17,0,0,0,0,0
"BRIGINO GENERAL HOSPITAL, INC. (New)",2020-04-17 9:04:22,2020-04-17 9:04:22,0,1139,DOH000000000032432,0,1,2020-04-17,0,0,0,0,0
BARRIOS-BUSINOS MEDICAL CLINIC AND HOSPITAL,2020-04-16 5:30:58,2020-04-16 5:30:58,0,14,DOH000000000032445,0,0,2020-04-16,0,0,0,0,0
BARRIOS-BUSINOS MEDICAL CLINIC AND HOSPITAL,2020-04-17 6:26:56,2020-04-17 6:26:56,0,741,DOH000000000032445,0,0,2020-04-17,0,0,0,0,0
OUR LADY OF LOURDES INFIRMARY,2020-04-17 9:18:14,2020-04-17 9:18:14,12,1164,DOH000000000032446,0,11,2020-04-17,1,0,0,0,0
"IROSIN GENERAL HOSPITAL, INC.",2020-04-16 7:34:08,2020-04-16 7:34:08,0,78,DOH000000000032447,0,1,2020-04-16,0,0,0,0,0
