cfname,updateddate,addeddate,hfhudcode,beds_ward_v,reportdate,id,isolbed_v,icu_o,beds_ward_o,icu_v,isolbed_o,mechvent_o,mechvent_v
DR. ROGELIO M. GARCIA MEMORIAL HOSPITAL,2020-04-17 16:10:03,2020-04-17 16:10:03,DOH000000000006015,0,2020-04-17,1508,1,0,0,0,0,0,0
JASAAN MUNICIPAL HOSPITAL,2020-04-16 13:07:34,2020-04-16 13:07:34,DOH000000000006020,0,2020-04-16,499,0,0,0,0,0,0,0
JASAAN MUNICIPAL HOSPITAL,2020-04-17 17:27:06,2020-04-17 17:27:06,DOH000000000006020,0,2020-04-17,1553,0,0,0,0,0,0,0
OLEGARIO GENERAL HOSPITAL,2020-04-17 8:31:05,2020-04-17 8:31:05,DOH000000000006026,0,2020-04-17,1028,1,0,0,0,0,0,0
OLEGARIO GENERAL HOSPITAL,2020-04-16 8:24:41,2020-04-16 8:24:41,DOH000000000006026,0,2020-04-16,173,1,0,0,0,0,0,0
M. SIMON HOSPITAL & PHARMACY,2020-04-17 12:54:18,2020-04-17 12:54:18,DOH000000000006029,0,2020-04-17,1393,0,0,0,0,0,0,0
M. SIMON HOSPITAL & PHARMACY,2020-04-18 11:40:10,2020-04-18 11:40:10,DOH000000000006029,0,2020-04-18,2210,0,0,0,0,0,0,0
M. SIMON HOSPITAL & PHARMACY,2020-04-16 9:42:52,2020-04-16 9:42:52,DOH000000000006029,0,2020-04-16,313,0,0,0,0,0,0,0
MALUNGON MUNICIPAL HOSPITAL,2020-04-18 9:44:37,2020-04-18 9:44:37,DOH000000000006031,0,2020-04-18,2093,1,0,0,0,0,0,0
MALUNGON MUNICIPAL HOSPITAL,2020-04-17 15:38:37,2020-04-17 15:38:37,DOH000000000006031,0,2020-04-17,1490,1,0,0,0,0,0,0
NATIONAL CHILDREN?S HOSPITAL,2020-04-17 14:30:15,2020-04-17 14:30:15,DOH000000000006046,0,2020-04-17,1450,5,4,0,9,1,0,0
SURIGAO DEL NORTE PROVINCIAL HOSPITAL,2020-04-18 8:09:46,2020-04-18 8:09:46,DOH000000000006060,0,2020-04-18,1826,0,0,0,0,0,0,0
SURIGAO DEL NORTE PROVINCIAL HOSPITAL,2020-04-17 7:44:16,2020-04-17 7:44:16,DOH000000000006060,0,2020-04-17,824,0,0,0,0,0,0,0
SURIGAO DEL NORTE PROVINCIAL HOSPITAL,2020-04-16 7:14:22,2020-04-16 7:14:22,DOH000000000006060,0,2020-04-16,49,0,0,0,0,0,0,0
Eversley Childs Sanitarium,2020-04-17 7:58:58,2020-04-17 7:58:58,DOH000000000006493,0,2020-04-17,865,6,0,0,0,6,0,0
Eversley Childs Sanitarium,2020-04-15 21:14:32,2020-04-15 21:14:32,DOH000000000006493,0,2020-04-15,10,1,0,0,0,0,0,0
Eversley Childs Sanitarium,2020-04-18 8:00:10,2020-04-18 8:00:10,DOH000000000006493,0,2020-04-18,1760,5,0,0,0,7,0,0
Eversley Childs Sanitarium,2020-04-16 9:29:16,2020-04-16 9:29:16,DOH000000000006493,0,2020-04-16,297,3,0,0,0,9,0,0
CAUAYAN DISTRICT HOSPITAL,2020-04-17 9:31:38,2020-04-17 9:31:38,DOH000000000006513,0,2020-04-17,1185,0,0,0,0,0,0,0
CAUAYAN DISTRICT HOSPITAL,2020-04-18 11:24:56,2020-04-18 11:24:56,DOH000000000006513,0,2020-04-18,2192,0,0,0,0,0,0,0
CAUAYAN DISTRICT HOSPITAL,2020-04-16 11:51:11,2020-04-16 11:51:11,DOH000000000006513,0,2020-04-16,438,0,0,0,0,0,0,0
MILAGROS ALBANO DISTRICT HOSPITAL,2020-04-18 8:49:32,2020-04-18 8:49:32,DOH000000000006551,0,2020-04-18,1975,1,0,0,0,0,0,0
MILAGROS ALBANO DISTRICT HOSPITAL,2020-04-16 14:36:30,2020-04-16 14:36:30,DOH000000000006551,0,2020-04-16,574,1,0,0,0,0,0,0
MILAGROS ALBANO DISTRICT HOSPITAL,2020-04-17 8:07:46,2020-04-17 8:07:46,DOH000000000006551,0,2020-04-17,912,1,0,0,0,0,0,0
BRIGADIER GENERAL BENITO N. EBUEN AIR BASE HOSPITAL,2020-04-18 7:37:22,2020-04-18 7:37:22,DOH000000000006553,0,2020-04-18,1686,0,0,0,0,0,0,0
BRIGADIER GENERAL BENITO N. EBUEN AIR BASE HOSPITAL,2020-04-17 9:40:27,2020-04-17 9:40:27,DOH000000000006553,0,2020-04-17,1203,0,0,0,0,0,0,0
RABARA CLINIC AND HOSPITAL,2020-04-18 7:27:55,2020-04-18 7:27:55,DOH000000000006558,0,2020-04-18,1671,0,0,0,0,0,0,0
RABARA CLINIC AND HOSPITAL,2020-04-17 7:50:31,2020-04-17 7:50:31,DOH000000000006558,0,2020-04-17,838,0,0,0,0,0,0,0
RABARA CLINIC AND HOSPITAL,2020-04-16 11:51:13,2020-04-16 11:51:13,DOH000000000006558,0,2020-04-16,439,0,0,0,0,0,0,0
SALUG VALLEY MEDICAL CENTER,2020-04-17 7:59:33,2020-04-17 7:59:33,DOH000000000006576,0,2020-04-17,872,2,0,0,0,0,0,0
SALUG VALLEY MEDICAL CENTER,2020-04-18 7:51:01,2020-04-18 7:51:01,DOH000000000006576,0,2020-04-18,1719,2,0,0,0,0,0,0
SALUG VALLEY MEDICAL CENTER,2020-04-16 7:52:03,2020-04-16 7:52:03,DOH000000000006576,0,2020-04-16,106,2,0,0,0,0,0,0
"SABAL HOSPITAL, INC.",2020-04-17 15:18:51,2020-04-17 15:18:51,DOH000000000006588,2,2020-04-17,1477,2,0,0,0,0,0,0
DONA JOSEFA E. MARCOS DISTRICT HOSPITAL,2020-04-17 10:13:39,2020-04-17 10:13:39,DOH000000000006707,0,2020-04-17,1253,0,0,0,0,0,0,0
DONA JOSEFA E. MARCOS DISTRICT HOSPITAL,2020-04-16 14:01:44,2020-04-16 14:01:44,DOH000000000006707,0,2020-04-16,538,0,0,0,0,0,0,0
DONA JOSEFA E. MARCOS DISTRICT HOSPITAL,2020-04-18 8:13:23,2020-04-18 8:13:23,DOH000000000006707,0,2020-04-18,1848,0,0,0,0,0,0,0
PROCARE MEDICAL CLINIC AND INFIRMARY,2020-04-18 7:50:29,2020-04-18 7:50:29,DOH000000000006708,0,2020-04-18,1717,0,0,0,0,0,0,0
PROCARE MEDICAL CLINIC AND INFIRMARY,2020-04-17 17:48:00,2020-04-17 17:48:00,DOH000000000006708,0,2020-04-17,1559,0,0,0,0,0,0,0
MISAMIS ORIENTAL PROVINCIAL HOSPITAL - BALINGASAG,2020-04-16 21:57:47,2020-04-16 21:57:47,DOH000000000006714,6,2020-04-16,719,6,0,0,6,0,0,0
REVELO MEDICAL CLINIC,2020-04-18 8:34:25,2020-04-18 8:34:25,DOH000000000006717,0,2020-04-18,1932,2,0,0,0,0,0,0
A.M. YUMENA GENERAL HOSPITAL INC.,2020-04-18 10:48:38,2020-04-18 10:48:38,DOH000000000006720,0,2020-04-18,2162,1,0,0,0,0,0,0
A.M. YUMENA GENERAL HOSPITAL INC.,2020-04-17 9:53:43,2020-04-17 9:53:43,DOH000000000006720,0,2020-04-17,1224,1,0,0,0,0,0,0
RANADA GENERAL HOSPITAL,2020-04-16 9:11:34,2020-04-16 9:11:34,DOH000000000006746,0,2020-04-16,272,0,0,0,0,0,0,0
RANADA GENERAL HOSPITAL,2020-04-17 12:10:22,2020-04-17 12:10:22,DOH000000000006746,0,2020-04-17,1365,0,0,0,0,0,0,0
RANADA GENERAL HOSPITAL,2020-04-18 8:50:49,2020-04-18 8:50:49,DOH000000000006746,0,2020-04-18,1980,0,0,0,0,0,0,0
"OUR LADY OF PORZIUNCOLA HOSPITAL, INC.",2020-04-17 9:25:35,2020-04-17 9:25:35,DOH000000000006821,0,2020-04-17,1174,4,0,0,0,0,0,0
"OUR LADY OF PORZIUNCOLA HOSPITAL, INC.",2020-04-18 11:42:23,2020-04-18 11:42:23,DOH000000000006821,0,2020-04-18,2213,4,0,0,0,0,0,0
"OUR LADY OF PORZIUNCOLA HOSPITAL, INC.",2020-04-16 18:58:20,2020-04-16 18:58:20,DOH000000000006821,0,2020-04-16,705,4,0,0,0,0,0,0
VELASQUEZ MEDICAL CLINIC AND HOSPITAL,2020-04-17 14:02:03,2020-04-17 14:02:03,DOH000000000006861,0,2020-04-17,1439,0,0,0,0,0,0,0
SABALLA-ROSARIO HOSPITAL,2020-04-16 15:18:48,2020-04-16 15:18:48,DOH000000000006866,0,2020-04-16,605,0,0,0,0,0,0,0
SABALLA-ROSARIO HOSPITAL,2020-04-17 12:43:09,2020-04-17 12:43:09,DOH000000000006866,0,2020-04-17,1383,0,0,0,0,0,0,0
ESPERANZA MEDICARE COMMUNITY HOSPITAL,2020-04-16 8:41:06,2020-04-16 8:41:06,DOH000000000006878,0,2020-04-16,208,0,0,0,0,0,0,0
ESPERANZA MEDICARE COMMUNITY HOSPITAL,2020-04-18 12:04:15,2020-04-18 12:04:15,DOH000000000006878,0,2020-04-18,2234,0,0,0,0,1,0,0
ESPERANZA MEDICARE COMMUNITY HOSPITAL,2020-04-17 17:14:39,2020-04-17 8:25:42,DOH000000000006878,0,2020-04-17,1006,0,0,0,0,0,0,0
SIARGAO DISTRICT HOSPITAL,2020-04-17 16:40:43,2020-04-17 16:40:43,DOH000000000006890,0,2020-04-17,1528,0,0,0,0,0,0,0
ST. ANNE CLINIC,2020-04-17 9:43:57,2020-04-17 9:43:57,DOH000000000006893,0,2020-04-17,1211,0,0,0,0,0,0,0
ST. ANNE CLINIC,2020-04-16 8:37:00,2020-04-16 8:37:00,DOH000000000006893,0,2020-04-16,195,0,0,0,0,0,0,0
ST. ANNE CLINIC,2020-04-18 8:29:41,2020-04-18 8:29:41,DOH000000000006893,0,2020-04-18,1920,0,0,0,0,0,0,0
"SULTAN KUDARAT DOCTORS HOSPITAL, INC.",2020-04-17 9:57:14,2020-04-17 9:57:14,DOH000000000006895,0,2020-04-17,1228,2,0,0,0,0,0,0
R AND L MEDICAL CLINIC,2020-04-18 9:00:28,2020-04-18 9:00:28,DOH000000000006900,0,2020-04-18,2002,1,0,0,0,0,0,0
R AND L MEDICAL CLINIC,2020-04-17 15:54:25,2020-04-17 15:54:25,DOH000000000006900,0,2020-04-17,1498,0,0,0,0,0,0,0
R AND L MEDICAL CLINIC,2020-04-16 16:01:01,2020-04-16 16:01:01,DOH000000000006900,0,2020-04-16,635,1,0,0,0,0,0,0
"STA. MARIA VILLAGE HOSPITAL, INC.",2020-04-18 14:09:39,2020-04-18 14:09:39,DOH000000000007014,0,2020-04-18,2298,0,0,0,0,1,0,0
"STA. MARIA VILLAGE HOSPITAL, INC.",2020-04-17 11:20:20,2020-04-17 11:20:20,DOH000000000007014,0,2020-04-17,1326,1,0,0,0,0,0,0
"STA. MARIA VILLAGE HOSPITAL, INC.",2020-04-16 10:00:05,2020-04-16 10:00:05,DOH000000000007014,3,2020-04-16,332,1,0,0,0,0,0,0
SIOCON DISTRICT HOSPITAL,2020-04-18 13:35:24,2020-04-18 13:35:24,DOH000000000007019,0,2020-04-18,2281,6,0,0,0,0,0,0
SIOCON DISTRICT HOSPITAL,2020-04-17 9:25:03,2020-04-17 9:25:03,DOH000000000007019,0,2020-04-17,1172,6,0,0,0,0,0,0
SIOCON DISTRICT HOSPITAL,2020-04-16 15:40:53,2020-04-16 15:40:53,DOH000000000007019,0,2020-04-16,620,6,0,0,0,0,0,0
JESUS THE GOOD SHEPHERD HOSPITAL,2020-04-18 7:56:21,2020-04-18 7:56:21,DOH000000000007028,1,2020-04-18,1738,1,0,0,0,0,0,0
JESUS THE GOOD SHEPHERD HOSPITAL,2020-04-17 9:42:17,2020-04-17 9:42:17,DOH000000000007028,1,2020-04-17,1207,1,0,0,0,0,0,0
JESUS THE GOOD SHEPHERD HOSPITAL,2020-04-16 12:12:39,2020-04-16 12:12:39,DOH000000000007028,1,2020-04-16,458,1,0,0,0,0,0,0
SUERO GENERAL HOSPITAL,2020-04-16 12:28:42,2020-04-16 12:28:42,DOH000000000007032,0,2020-04-16,474,0,0,0,0,0,0,0
SUERO GENERAL HOSPITAL,2020-04-17 8:35:00,2020-04-17 8:35:00,DOH000000000007032,0,2020-04-17,1044,0,0,0,0,0,0,0
SUERO GENERAL HOSPITAL,2020-04-18 8:55:23,2020-04-18 8:55:23,DOH000000000007032,0,2020-04-18,1991,0,0,0,0,0,0,0
"ZAMBOANGA DOCTORS? HOSPITAL, INC.",2020-04-18 7:38:18,2020-04-18 7:38:18,DOH000000000007036,0,2020-04-18,1691,0,0,0,0,0,0,0
"ZAMBOANGA DOCTORS? HOSPITAL, INC.",2020-04-16 6:41:12,2020-04-16 6:41:12,DOH000000000007036,0,2020-04-16,30,0,0,0,0,0,0,0
"ZAMBOANGA DOCTORS? HOSPITAL, INC.",2020-04-17 8:24:12,2020-04-17 8:24:12,DOH000000000007036,0,2020-04-17,1004,0,0,0,0,0,0,0
"METRO PAGADIAN SPECIALIST HOSPITAL, INC.",2020-04-16 8:40:47,2020-04-16 8:40:47,DOH000000000007054,2,2020-04-16,206,2,0,0,0,0,0,0
"METRO PAGADIAN SPECIALIST HOSPITAL, INC.",2020-04-17 8:33:02,2020-04-17 8:33:02,DOH000000000007054,0,2020-04-17,1036,2,0,0,0,0,0,0
"METRO PAGADIAN SPECIALIST HOSPITAL, INC.",2020-04-18 8:22:49,2020-04-18 8:22:49,DOH000000000007054,2,2020-04-18,1894,0,0,0,0,0,0,0
STO. NINO HOSPITAL,2020-04-17 7:10:31,2020-04-17 7:10:31,DOH000000000007055,0,2020-04-17,769,0,0,0,0,0,0,0
STO. NINO HOSPITAL,2020-04-18 9:17:13,2020-04-18 8:18:25,DOH000000000007055,0,2020-04-18,1873,0,0,0,0,0,0,0
STO. NINO HOSPITAL,2020-04-15 17:29:15,2020-04-15 17:29:15,DOH000000000007055,0,2020-04-15,5,0,0,0,0,0,0,0
STO. NINO HOSPITAL,2020-04-16 7:24:08,2020-04-16 7:24:08,DOH000000000007055,0,2020-04-16,61,0,0,0,0,0,0,0
COMPOSTELA VALLEY PROVINCIAL HOSPITAL - LAAK,2020-04-17 16:05:50,2020-04-17 16:05:50,DOH000000000007247,0,2020-04-17,1503,2,0,0,0,0,0,0
BOLINAO COMMUNITY HOSPITAL,2020-04-17 14:54:54,2020-04-17 14:54:54,DOH000000000007479,3,2020-04-17,1465,2,0,0,0,0,0,0
DAVAO DEL NORTE HOSPITAL (ISALND GARDEN CITY OF SAMAL ZONE),2020-04-18 8:39:11,2020-04-18 8:39:11,DOH000000000007482,0,2020-04-18,1951,5,0,0,0,0,0,0
DAVAO DEL NORTE HOSPITAL (ISALND GARDEN CITY OF SAMAL ZONE),2020-04-17 10:40:03,2020-04-17 10:40:03,DOH000000000007482,0,2020-04-17,1286,5,0,0,0,0,0,0
DAVAO DEL NORTE HOSPITAL (ISALND GARDEN CITY OF SAMAL ZONE),2020-04-16 8:32:09,2020-04-16 8:32:09,DOH000000000007482,0,2020-04-16,187,5,0,0,0,0,0,0
IROSIN DISTRICT HOSPITAL,2020-04-18 8:02:58,2020-04-18 8:02:58,DOH000000000007483,2,2020-04-18,1779,0,0,0,0,0,0,0
IROSIN DISTRICT HOSPITAL,2020-04-17 13:00:43,2020-04-17 13:00:43,DOH000000000007483,0,2020-04-17,1395,2,0,0,0,0,0,0
IROSIN DISTRICT HOSPITAL,2020-04-16 19:11:55,2020-04-16 19:11:55,DOH000000000007483,2,2020-04-16,707,2,0,0,0,0,0,0
APARRI PROVINCIAL HOSPITAL,2020-04-16 11:40:01,2020-04-16 11:40:01,DOH000000000007486,6,2020-04-16,424,6,0,0,0,0,0,0
APARRI PROVINCIAL HOSPITAL,2020-04-18 9:40:35,2020-04-18 9:40:35,DOH000000000007486,6,2020-04-18,2085,6,0,0,0,0,0,0
APARRI PROVINCIAL HOSPITAL,2020-04-15 21:11:59,2020-04-15 21:11:59,DOH000000000007486,6,2020-04-15,9,6,0,0,0,0,0,0
APARRI PROVINCIAL HOSPITAL,2020-04-17 11:56:51,2020-04-17 11:56:51,DOH000000000007486,6,2020-04-17,1356,6,0,0,0,0,0,0
GOVERNOR FAUSTINO N. DY SR. MEMORIAL HOSPITAL,2020-04-18 6:45:32,2020-04-18 6:45:32,DOH000000000007487,0,2020-04-18,1611,4,0,0,0,1,0,0
GOVERNOR FAUSTINO N. DY SR. MEMORIAL HOSPITAL,2020-04-17 14:38:27,2020-04-17 14:38:27,DOH000000000007487,0,2020-04-17,1455,4,0,0,0,0,0,0
DAVAO ORIENTAL PROVINCIAL MEDICAL CENTER,2020-04-18 9:30:21,2020-04-18 9:30:21,DOH000000000007488,0,2020-04-18,2070,3,0,0,6,0,0,0
DAVAO ORIENTAL PROVINCIAL MEDICAL CENTER,2020-04-17 13:53:35,2020-04-17 13:53:35,DOH000000000007488,0,2020-04-17,1429,3,0,0,6,0,0,0
DAVAO ORIENTAL PROVINCIAL MEDICAL CENTER,2020-04-16 16:09:37,2020-04-16 16:09:37,DOH000000000007488,0,2020-04-16,643,3,0,0,6,0,0,0
EASTERN BICOL MEDICAL CENTER,2020-04-16 7:09:25,2020-04-16 7:09:25,DOH000000000007489,0,2020-04-16,45,0,1,0,0,5,1,0
EASTERN BICOL MEDICAL CENTER,2020-04-17 7:36:18,2020-04-17 7:36:18,DOH000000000007489,0,2020-04-17,813,0,1,0,0,6,1,0
ALABANG MEDICAL CLINIC - MUNTINLUPA BRANCH,2020-04-18 14:05:01,2020-04-18 14:05:01,DOH000000000007497,0,2020-04-18,2297,0,0,0,0,0,0,0
ALABANG MEDICAL CLINIC - MUNTINLUPA BRANCH,2020-04-17 16:24:36,2020-04-17 16:24:36,DOH000000000007497,0,2020-04-17,1520,0,0,0,0,0,0,0
CLINICA OZARAGA DOCTORS HOSPITAL,2020-04-18 9:52:16,2020-04-18 9:52:16,DOH000000000007505,0,2020-04-18,2102,2,0,0,0,0,0,0
CLINICA OZARAGA DOCTORS HOSPITAL,2020-04-16 16:10:31,2020-04-16 16:10:31,DOH000000000007505,0,2020-04-16,644,0,0,0,2,0,0,0
CLINICA OZARAGA DOCTORS HOSPITAL,2020-04-17 13:12:29,2020-04-17 13:12:29,DOH000000000007505,0,2020-04-17,1402,2,0,0,0,0,0,0
"CAGAYAN DE ORO POLYMEDIC GENERAL HOSPITAL, INC.",2020-04-16 19:43:05,2020-04-16 19:43:05,DOH000000000007512,0,2020-04-16,711,0,0,0,0,0,0,0
BAYUGAN CITY DOCTORS HOSPITAL,2020-04-16 9:32:15,2020-04-16 9:32:15,DOH000000000007513,0,2020-04-16,302,1,0,0,0,0,0,0
BAYUGAN CITY DOCTORS HOSPITAL,2020-04-18 11:44:42,2020-04-18 11:44:42,DOH000000000007513,0,2020-04-18,2216,1,0,0,0,0,0,0
BAYUGAN CITY DOCTORS HOSPITAL,2020-04-17 7:55:59,2020-04-17 7:55:59,DOH000000000007513,0,2020-04-17,857,1,0,0,0,0,0,0
"ST. MARYS MATERNITY AND CHILDRENS HOSPITAL, INC",2020-04-18 9:08:42,2020-04-18 9:08:42,DOH000000000007523,1,2020-04-18,2025,1,0,0,0,0,0,0
UNIVERSIDAD DE ZAMBOANGA MEDICAL CENTER,2020-04-18 8:03:32,2020-04-18 8:03:32,DOH000000000007527,4,2020-04-18,1786,0,0,0,0,0,0,0
UNIVERSIDAD DE ZAMBOANGA MEDICAL CENTER,2020-04-17 8:38:11,2020-04-17 8:38:11,DOH000000000007527,4,2020-04-17,1061,0,0,0,0,0,0,0
HAPPY VALLEY COMMUNITY HOSPITAL,2020-04-18 8:37:15,2020-04-18 8:37:15,DOH000000000007705,0,2020-04-18,1943,0,0,0,0,0,0,0
HAPPY VALLEY COMMUNITY HOSPITAL,2020-04-16 17:42:06,2020-04-16 17:42:06,DOH000000000007705,0,2020-04-16,689,1,0,0,0,0,0,0
HAPPY VALLEY COMMUNITY HOSPITAL,2020-04-17 8:21:03,2020-04-17 8:21:03,DOH000000000007705,0,2020-04-17,985,0,0,0,0,0,0,0
HOFILENA HOSPITAL,2020-04-17 10:13:08,2020-04-17 10:13:08,DOH000000000007706,0,2020-04-17,1251,0,0,0,0,0,0,0
HOFILENA HOSPITAL,2020-04-16 20:23:46,2020-04-16 20:23:46,DOH000000000007706,0,2020-04-16,714,0,0,0,0,0,0,0
PAGADIAN DOCTORS HOSPITAL,2020-04-18 8:09:31,2020-04-18 8:09:31,DOH000000000007708,0,2020-04-18,1824,1,0,0,0,0,0,0
PAGADIAN DOCTORS HOSPITAL,2020-04-17 10:05:39,2020-04-17 10:05:39,DOH000000000007708,0,2020-04-17,1242,1,0,0,0,0,0,0
IPIL DOCTOR'S HOSPITAL,2020-04-16 8:42:12,2020-04-16 8:42:12,DOH000000000007710,0,2020-04-16,213,3,0,0,0,0,0,0
IPIL DOCTOR'S HOSPITAL,2020-04-17 8:08:32,2020-04-17 8:08:32,DOH000000000007710,0,2020-04-17,916,3,0,0,0,0,0,0
IPIL DOCTOR'S HOSPITAL,2020-04-18 10:01:49,2020-04-18 10:01:49,DOH000000000007710,0,2020-04-18,2108,3,0,0,0,0,0,0
LANCETA MEDICAL HOSPITAL,2020-04-18 8:37:47,2020-04-18 8:37:47,DOH000000000007711,0,2020-04-18,1946,0,0,0,0,0,0,0
LANCETA MEDICAL HOSPITAL,2020-04-16 8:28:52,2020-04-16 8:28:52,DOH000000000007711,0,2020-04-16,179,0,0,0,0,0,0,0
LANCETA MEDICAL HOSPITAL,2020-04-17 8:04:43,2020-04-17 8:04:43,DOH000000000007711,0,2020-04-17,893,0,0,0,0,0,0,0
UNAYAN MUNICIPAL HOSPITAL,2020-04-17 11:36:02,2020-04-17 11:36:02,DOH000000000007712,0,2020-04-17,1340,0,0,0,0,0,0,0
UNAYAN MUNICIPAL HOSPITAL,2020-04-16 17:15:53,2020-04-16 17:15:53,DOH000000000007712,0,2020-04-16,680,0,0,0,0,0,0,0
UNAYAN MUNICIPAL HOSPITAL,2020-04-18 8:29:46,2020-04-18 8:29:46,DOH000000000007712,0,2020-04-18,1921,0,0,0,0,0,0,0
PANAMAO DISTRICT HOSPITAL,2020-04-18 8:09:53,2020-04-18 8:09:53,DOH000000000007733,0,2020-04-18,1827,8,0,0,0,0,0,0
WILFREDO C. PALMA MEMORIAL HOSPITAL,2020-04-16 7:30:47,2020-04-16 7:30:47,DOH000000000007971,0,2020-04-16,73,0,0,0,0,0,0,0
WILFREDO C. PALMA MEMORIAL HOSPITAL,2020-04-17 8:25:03,2020-04-17 8:25:03,DOH000000000007971,0,2020-04-17,1005,0,0,0,0,0,0,0
WILFREDO C. PALMA MEMORIAL HOSPITAL,2020-04-18 7:59:38,2020-04-18 7:59:38,DOH000000000007971,0,2020-04-18,1759,0,0,0,0,0,0,0
AISAH MEDICAL HOSPITAL,2020-04-18 8:21:04,2020-04-18 8:21:04,DOH000000000007972,0,2020-04-18,1888,0,0,0,0,0,0,0
AISAH MEDICAL HOSPITAL,2020-04-17 8:55:37,2020-04-17 8:55:37,DOH000000000007972,0,2020-04-17,1121,0,0,0,0,0,0,0
AISAH MEDICAL HOSPITAL,2020-04-16 10:45:06,2020-04-16 10:45:06,DOH000000000007972,0,2020-04-16,382,0,0,0,0,0,0,0
"DR. RONALD P. GUZMAN MEDICAL CENTER, INC.",2020-04-16 10:06:58,2020-04-16 10:06:58,DOH000000000008483,0,2020-04-16,341,0,0,0,0,0,0,0
"DR. RONALD P. GUZMAN MEDICAL CENTER, INC.",2020-04-17 8:39:53,2020-04-17 8:39:53,DOH000000000008483,0,2020-04-17,1070,0,0,0,0,0,0,0
"DR. RONALD P. GUZMAN MEDICAL CENTER, INC.",2020-04-18 10:14:14,2020-04-18 10:14:14,DOH000000000008483,0,2020-04-18,2122,0,0,0,0,0,0,0
CAMP PANACAN STATION HOSPITAL,2020-04-17 15:53:55,2020-04-17 15:53:55,DOH000000000010395,0,2020-04-17,1497,0,0,0,0,0,0,0
WESTERN LEYTE PROVINCIAL HOSPITAL,2020-04-17 8:06:24,2020-04-17 8:06:24,DOH000000000011518,0,2020-04-17,905,0,0,0,0,5,0,0
WESTERN LEYTE PROVINCIAL HOSPITAL,2020-04-18 8:05:28,2020-04-18 8:05:28,DOH000000000011518,0,2020-04-18,1801,0,0,0,0,5,0,0
WESTERN LEYTE PROVINCIAL HOSPITAL,2020-04-16 7:58:35,2020-04-16 7:58:35,DOH000000000011518,0,2020-04-16,116,0,0,0,0,0,0,0
"MOTHER OF MERCY HOSPITAL-TACLOBAN, INC.",2020-04-17 10:42:15,2020-04-17 10:42:15,DOH000000000011589,0,2020-04-17,1287,0,0,0,0,0,0,0
"MOTHER OF MERCY HOSPITAL-TACLOBAN, INC.",2020-04-18 8:51:06,2020-04-18 8:51:06,DOH000000000011589,0,2020-04-18,1982,0,0,0,0,0,0,0
"MOTHER OF MERCY HOSPITAL-TACLOBAN, INC.",2020-04-16 17:08:29,2020-04-16 17:08:29,DOH000000000011589,0,2020-04-16,676,0,0,0,0,0,0,0
"SAN LORENZO HOSPITAL HEALTH MANAGEMENT COMPANY, INC.",2020-04-16 8:26:35,2020-04-16 8:26:35,DOH000000000013109,0,2020-04-16,176,0,0,0,0,0,0,0
"SAN LORENZO HOSPITAL HEALTH MANAGEMENT COMPANY, INC.",2020-04-18 7:54:29,2020-04-18 7:54:29,DOH000000000013109,0,2020-04-18,1730,0,0,0,0,0,0,0
"SAN LORENZO HOSPITAL HEALTH MANAGEMENT COMPANY, INC.",2020-04-17 8:06:13,2020-04-17 8:06:13,DOH000000000013109,0,2020-04-17,902,0,0,0,0,0,0,0
PUDPUD POLYCLINIC & SPECIALTY HOSPITAL,2020-04-18 7:45:01,2020-04-18 7:45:01,DOH000000000014851,0,2020-04-18,1703,0,0,0,0,0,0,0
KARMELLI CLINIC AND HOSPITAL,2020-04-18 7:50:10,2020-04-18 7:50:10,DOH000000000017409,0,2020-04-18,1716,0,0,0,0,0,0,0
KARMELLI CLINIC AND HOSPITAL,2020-04-16 15:10:24,2020-04-16 15:10:24,DOH000000000017409,0,2020-04-16,596,0,0,0,0,0,0,0
KARMELLI CLINIC AND HOSPITAL,2020-04-17 7:43:23,2020-04-17 7:43:23,DOH000000000017409,0,2020-04-17,820,0,0,0,0,0,0,0
SAN JOAQUIN MOTHER AND CHILD HOSPITAL,2020-04-18 11:49:30,2020-04-18 11:49:30,DOH000000000023734,0,2020-04-18,2226,20,0,0,0,5,0,0
BALO-I PROVINCIAL HOSPITAL,2020-04-16 11:50:34,2020-04-16 11:50:34,DOH000000000023750,0,2020-04-16,437,1,0,0,0,0,0,0
BALO-I PROVINCIAL HOSPITAL,2020-04-17 10:09:47,2020-04-17 10:09:47,DOH000000000023750,0,2020-04-17,1248,1,0,0,0,0,0,0
BALO-I PROVINCIAL HOSPITAL,2020-04-18 8:10:00,2020-04-18 8:10:00,DOH000000000023750,0,2020-04-18,1828,1,0,0,0,0,0,0
ST. JUDE THADDEUS GENERAL HOSPITAL (SJTGH),2020-04-17 8:50:21,2020-04-17 8:50:21,DOH000000000023761,0,2020-04-17,1103,0,0,0,0,0,0,0
ST. JUDE THADDEUS GENERAL HOSPITAL (SJTGH),2020-04-16 10:23:47,2020-04-16 10:23:47,DOH000000000023761,0,2020-04-16,358,0,0,0,0,0,0,0
ASENTISTA DOCTORS HOSPITAL AND LABORATORY,2020-04-16 18:04:18,2020-04-16 18:04:18,DOH000000000023762,0,2020-04-16,697,0,0,0,0,0,0,0
ASENTISTA DOCTORS HOSPITAL AND LABORATORY,2020-04-18 8:04:13,2020-04-18 8:04:13,DOH000000000023762,0,2020-04-18,1791,0,0,0,0,0,0,0
